#OTUID	taxonomy	confidence
00779a28e0fa94ab90db12d766993ee8	Unassigned	1.0
03f03d6a97869c91d1a2b2fe2e0cc7ab	Unassigned	1.0
03f2cbb0bfd92663a9f73bb82d352bc7	Unassigned	1.0
04f9f29b5a60cac95e7b50f449c325a3	Unassigned	1.0
06ba1e89a34bf404d3861edff789b3d5	Unassigned	1.0
08912de7024fb6aeca03240feec6663e	Unassigned	1.0
08d4d2cba36f7a6fa903d18945c87453	Unassigned	1.0
095d979b1109c067d0af98fb44563662	Unassigned	1.0
0a0e739c439f8351f8c106977ba05a35	Unassigned	1.0
0a5509ebd59e6a93b43dcba4799ba341	Unassigned	1.0
0c1128e474117abdc7d70b7195053154	Unassigned	1.0
0e5518843e8067d1b82a49b65376b70e	Unassigned	1.0
0ebdf847e975453c4a7fc0bc2b3c1938	Unassigned	1.0
109edaf20811b6051f523794e4a1c286	Unassigned	1.0
112745d1c2dceefd710ea4ee84aa3a76	Unassigned	1.0
113879ce84a1593e02f0ee8a432f9e75	Unassigned	1.0
11abdd4222496e292a168f2a78c878a1	Unassigned	1.0
1495be55cc72ed9f87f3e72cb38288af	Unassigned	1.0
157922580bd3f2c858a10e6231ff37ac	Unassigned	1.0
1610ca2b275ef7b3d82c315ee4ac7921	Unassigned	1.0
16aaaf472c87c97aaedca2769a075120	Unassigned	1.0
17b06b90fbf287d8f902cdb1023077bb	Unassigned	1.0
18dc28b87ba0054d630c1d0e6479711b	Unassigned	1.0
19b38ad8f4960b2343947accbfa5d6a7	Unassigned	1.0
1b8796f2537c12aa5dc3351c05d753ca	Unassigned	1.0
1c440f3a348c258f90992d8c3c433756	Unassigned	1.0
1c88a637d236a21c9a83b82dd8706d28	Unassigned	1.0
1cbf239780426d797f8a629da8c2544c	Unassigned	1.0
1cd3533e69104b3b4bf2d03cbf006baa	Unassigned	1.0
1cd6774d61aa8070ebd548f5c2a8c681	Unassigned	1.0
1e5d4c9eb95a2cb76590f3ee3937499f	Unassigned	1.0
1f5360a4d97841c94084f583ad222d90	Unassigned	1.0
20d242c5d120c0b19d69772cee179d71	Unassigned	1.0
21481a43959e15cb3ab4d4bdc18e91ca	Unassigned	1.0
21ef1da7697f62db4f72caa5c70f4fb5	Unassigned	1.0
22744782c667c1eb96855a9dd21a386e	Unassigned	1.0
27835cdda6c177cc7fb99c87b9cac76a	Unassigned	1.0
29c38011fd6bb7da2078abeea42ad756	Unassigned	1.0
2c548264d82b0b684ca95344bd9e69b2	Unassigned	1.0
2ea1f7994208a1553755f69d6c864e5d	Unassigned	1.0
2eda87174709cfb0f89e2105c24b5833	Unassigned	1.0
2f6ffcc93243a1a4e2303fdb2d8d6261	Unassigned	1.0
331f41edfb81e58e633a65ac0d098881	Unassigned	1.0
33528dee778b5aa1a7793f9d2136e450	Unassigned	1.0
356d0881a2e455721187702aa055493e	Unassigned	1.0
35aed859011cc5418ba76b27d9364834	Unassigned	1.0
35b5e9107f6f7aec511856096bd447f4	Unassigned	1.0
37c835c2bf1c70ec70c4dd092d1af27c	Unassigned	1.0
39800bdeecd9d63c700a5d6b148a8413	Unassigned	1.0
3d1ddca64c69fdaa1ea80b5dc1c99dd3	Unassigned	1.0
40f3487d9aa464484baf9855525099e0	Unassigned	1.0
445ae8f1a37b1e7e65ba5de2eda8905f	Unassigned	1.0
44cffc6ed791257901a7b1a0d63f8bef	Unassigned	1.0
46c80ac9073fc27c8b22b616fe8f4ce5	Unassigned	1.0
4733ab76da36913ce26c93f6a01e33de	Unassigned	1.0
4951d5f56a9a702b29d11ad34e4e3698	Unassigned	1.0
4973759e7993ca1596df1e369400fad2	Unassigned	1.0
49cd8a1b7498f6b99c4f1fdd848f7efb	Unassigned	1.0
4abd84a304eb50eee4cca5a60e2268f2	Unassigned	1.0
4b460236dfa71c1662b1dce0208002d2	Unassigned	1.0
4bbf3900a316b2e0919e56edfa30a35b	Unassigned	1.0
4bd22329bd30d8a8bf6f4dd02b855ea9	Unassigned	1.0
4cb23e9fe9326c5c7b1dbd6503566926	Unassigned	1.0
4d89627567ce127432d75a3eced96682	Unassigned	1.0
4da187ad5593ced57b216e2eb669f3e3	Unassigned	1.0
4e98f0c0242e9360eace98bfdc2a34e9	Unassigned	1.0
4ef88c5e472b020c9005e7e33ce0d69c	Unassigned	1.0
4f1e122121137efe0ddc9483e9bebf8c	Unassigned	1.0
53b7b8fb7ea5ed0c5b2cf5c64866f9a1	Unassigned	1.0
543dfb08b870ec0f0a5904ecef613a5e	Unassigned	1.0
54dbacdafae8fbc42ab753b5138360b7	Unassigned	1.0
59ed0edd92eb00d1c2b3eeb16df9a3a9	Unassigned	1.0
5aebe3ce0d7c62c691db3d12c2d817bb	Unassigned	1.0
5c84625335a4961efb5527e974b4b9e3	Unassigned	1.0
5e7b55c66b0f821e5fba5f9e3a91177c	Unassigned	1.0
5e8260e4cd82cdda5ff1ce6be37d4636	Unassigned	1.0
5f14052a9c3a971058cf075856f9b970	Unassigned	1.0
5f5073eddbdf84e8785659a4625716a7	Unassigned	1.0
609f4a4373991bc4a246101f86d01e0c	Unassigned	1.0
60a5c61f21d18d5115cf4b842a3bfb14	Unassigned	1.0
60e62856d87f114f4df22c2df07d97bb	Unassigned	1.0
61a5e46784eecc84eae12b7b0a4f9a4e	Unassigned	1.0
63c27ff98fc09d077a1194f04265ef59	Unassigned	1.0
662e9b3b92250b4fbde88e0fc0208c6a	Unassigned	1.0
68ae64b8540374d994597f8f55dd7a0e	Unassigned	1.0
6a586dfe1f7cf5ad82794de6165c5681	Unassigned	1.0
6b63fc1f7e4455f236574d902330c7cc	Unassigned	1.0
6bd19c8a3802f83e4a1a5d9d608d4ad3	Unassigned	1.0
6c2d9c60bb9c7443d598cb1db64c47fa	Unassigned	1.0
6ddb587188268261152218e54944e6e8	Unassigned	1.0
6ef59cc55e395380324ecf9f8b4bd6cc	Unassigned	1.0
70d8d3e777a75aeacaa3e5f56f5f49b9	Unassigned	1.0
727931422c0d7186f6709579551fbbc0	Unassigned	1.0
72823b56dde1911455350d46a109b586	Unassigned	1.0
73594053d21b8a9521849a15fcebb2a7	Unassigned	1.0
742c949dcaf5acb34c47ac973483a886	Unassigned	1.0
76420b3c940ade03f5d9d786f698621f	Unassigned	1.0
77132658b68a61170b8df54f8940678b	Unassigned	1.0
777ef8ceab6dee5c86d6e31c41452940	Unassigned	1.0
7c41a55b718b5dc885b5e5fde7fd340c	Unassigned	1.0
7e635f721637bb7664685d11e998d4fb	Unassigned	1.0
8005e4c1113e8f62a03e00b34a11b432	Unassigned	1.0
80a816fb2d059b93e3d93818f16668e6	Unassigned	1.0
820fd5ca0c754f1ae7b6eea14b79e96c	Unassigned	1.0
829727096ec5fc6c12eb8485012e4ba1	Unassigned	1.0
8302e487df7c22e83b079a6b78543c6a	Unassigned	1.0
8386becb7ccc9f0892c15b3b23de6b71	Unassigned	1.0
8636c92e9b7d1f68233f9c0f188f6806	Unassigned	1.0
8643591a5a14adc252f08e623d516c50	Unassigned	1.0
86ea52e59d0dbe196c05231568424c2a	Unassigned	1.0
88043c7fddca9a62c501d558f4d3686b	Unassigned	1.0
8bff9aff4e51d62711051dabf07a75a2	Unassigned	1.0
8e4fc04689eb11d249e08e5ec116517c	Unassigned	1.0
8efef007a088e5ea82e4fc10b8fe41c2	Unassigned	1.0
90fe4321909157e3e8df61b5da581fc4	Unassigned	1.0
9116772d6bd9178d781681e24546deda	Unassigned	1.0
923c84d6590d6258343658fb34b96c4f	Unassigned	1.0
92c1fc7682e1d0b6eaade7060b6f591a	Unassigned	1.0
92db1a8656a4b1e4dae2d82ffb6062ca	Unassigned	1.0
93c761fb5a54a42af0c4bb7e6a62549f	Unassigned	1.0
93f3725a4567134faa855103aabc6a3c	Unassigned	1.0
946b2e33af0d18fc59c03dea073dc14f	Unassigned	1.0
94757a7ae8edf8dc979f5f704cede4ac	Unassigned	1.0
95b51b3ffba10c678640189e795a910b	Unassigned	1.0
9601832d0bdffc6c473ea9175ff672bd	Unassigned	1.0
96145b8db01ec67814d2a4d356772e1a	Unassigned	1.0
962b01b0bd72ca181ba85d79b83cb41a	Unassigned	1.0
9852700857203d6fef41cee12e9cf939	Unassigned	1.0
99a1494be5a2bb9ca2c4329e6b854222	Unassigned	1.0
99de78c3e7a06688397be3ceac1485eb	Unassigned	1.0
99e34fac9b4b1da6d413b28afd5bb08f	Unassigned	1.0
9c73a0a64dd7272f0b7aec77f2fc580d	Unassigned	1.0
9dd31e879c453f57445cf9cdfb686def	Unassigned	1.0
9ef944a4854e7d3e5636c3db265bfca9	Unassigned	1.0
9fb7199abbed58fdc99e94862e74d560	Unassigned	1.0
AAVP02000040	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__Ruminococcus_torques	1.0
AAXA02000007	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea_formicigenerans	1.0
AB006127	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parasanguinis	0.6
AB020729	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__Clostridium_scindens	1.0
AB021701	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII; g__Mogibacterium	1.0
AB050107	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_eggerthii	1.0
AB050111	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_vulgatus	0.9
AB233029	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__Clostridium_glycyrrhizinilyticum	1.0
