#OTUID	taxonomy	confidence
12fe040a5a501317c8df824ebda3621c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__EscherichiaShigella; s__Escherichia_coli	0.7
8adce1d6621160a2af734a787885a122	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter_baumannii	0.9
4bf1031e00c57c5ea34fde5172fad8c7	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Cronobacter; s__Cronobacter_sakazakii	1.0
3d9f857b40b4e740c6ba5f91a104ce10	Unassigned	1.0
e824a31904d0fed1104925ec12d86dee	Unassigned	1.0
577d99d5d5449ae745797b56778374a3	Unassigned	1.0
3fb479f2ab3aaea6df25f479ab5400d6	Unassigned	1.0
c6d8833d23569c51e457329500ca2e29	Unassigned	1.0
a5bb29859419795b9e513884d2c20883	Unassigned	1.0
500717d7e7813b2a2475423541fbd0ca	Unassigned	1.0
70225078828cad07e913173570d57b91	Unassigned	1.0
5f61dcc756c010f1f6f0c4fe92eed0b3	Unassigned	1.0
4f9d04a909f881fd5010c1fe75d4dd5d	Unassigned	1.0
032bb217c0b50db5991d99f7adac6ff4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	1.0
a074499e60df3ae9999133ba24d9b46a	Unassigned	1.0
474d82bb198dcbd4f0a900c734b1737c	Unassigned	1.0
1c984db3f07ac11e32301be580606a1e	Unassigned	1.0
71eaea5901a094bdc7e9fe3098433920	Unassigned	1.0
c5c2af4b8d31fc0a03c213ab253e6aa2	Unassigned	1.0
19788953078393a5a5d0bf59d0dec18c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus_aureus	1.0
5b9866c5ee4acad38f12e2d4fdd7ee05	Unassigned	1.0
70ef7b2721121d26c44fef7552783c62	Unassigned	1.0
c4b370215eba390323bb84ae8932f79f	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__Bilophila_wadsworthia	1.0
eae39a17d886f288f6554743ca32681a	Unassigned	1.0
